hero_health,enemy_health,hero_magic_stock,enemy_magic_stock,good_hit_cards,normal_hit_cards,low_hit_cards,do_nothing_cards,self_hurt_cards,both_hurt_cards,is_hero_magic,is_enemy_magic
28,13,1,0,5,5,5,1,1,1,0,0
18,8,1,0,4,5,4,1,1,1,0,0
10,3,1,0,4,4,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,87,2,2,5,4,5,1,1,0,1,0
95,57,1,2,4,4,5,1,0,0,0,0
90,47,1,2,3,4,4,1,0,0,1,0
80,31,0,2,2,3,4,1,0,0,0,0
70,23,0,2,1,2,4,1,0,0,0,0
70,15,0,2,1,1,4,0,0,0,0,0
65,10,0,2,1,1,2,0,0,0,0,0
60,5,0,2,1,1,0,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,100,2,2,4,5,5,0,1,1,0,0
85,92,2,2,4,4,4,0,1,1,0,1
69,82,2,1,3,3,4,0,1,1,0,1
53,74,2,0,3,1,4,0,1,1,0,0
48,64,2,0,2,1,3,0,1,1,0,0
35,59,2,0,2,0,3,0,1,0,0,0
20,59,2,0,2,0,2,0,0,0,0,0
10,54,2,0,1,0,1,0,0,0,0,0
5,44,2,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,100,2,2,5,4,5,0,1,1,0,1
67,95,2,1,4,4,5,0,1,0,0,0
57,87,2,1,3,3,5,0,1,0,0,0
47,82,2,1,2,3,4,0,1,0,0,1
31,74,2,0,2,1,4,0,1,0,0,0
16,74,2,0,2,1,3,0,0,0,0,0
11,64,2,0,1,1,2,0,0,0,0,0
1,59,2,0,0,1,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
84,85,2,2,4,3,4,1,1,1,0,1
84,60,2,1,4,3,3,1,0,1,0,0
74,60,2,1,3,3,3,0,0,1,0,0
69,52,2,1,3,2,2,0,0,1,0,1
53,47,2,0,3,1,1,0,0,1,0,0
43,37,2,0,1,1,1,0,0,1,0,0
38,27,2,0,0,1,0,0,0,1,0,0
33,14,2,0,5,5,5,1,1,1,0,0
28,6,2,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
84,82,2,2,4,2,5,1,1,1,1,0
74,72,1,2,3,2,4,1,1,1,0,0
69,72,1,2,3,2,3,0,1,1,1,0
39,72,0,2,2,2,3,0,0,1,0,0
34,59,0,2,2,1,3,0,0,0,0,0
29,49,0,2,1,1,2,0,0,0,0,0
24,44,0,2,1,1,0,0,0,0,0,0
16,34,0,2,5,5,5,1,1,1,0,0
8,24,0,2,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
75,95,2,1,4,5,5,1,1,0,0,0
65,90,2,1,3,5,4,1,1,0,0,0
55,82,2,1,2,4,4,1,1,0,0,0
50,72,2,1,1,4,3,1,1,0,1,0
22,72,1,1,1,3,3,1,0,0,0,0
14,72,1,1,1,2,3,0,0,0,0,0
9,64,1,1,1,1,2,0,0,0,0,0
1,54,1,1,0,0,2,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,80,1,2,4,4,5,1,1,1,0,1
72,75,1,1,3,4,4,1,1,1,1,1
32,75,0,0,2,4,4,1,0,1,0,0
27,70,0,0,2,4,2,1,0,1,0,0
22,57,0,0,2,3,2,1,0,0,0,0
17,49,0,0,2,2,1,1,0,0,0,0
7,41,0,0,1,1,1,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,0,0
95,77,2,2,5,4,3,1,0,1,1,0
85,67,1,2,4,4,2,1,0,1,0,0
85,62,1,2,4,4,1,0,0,1,1,0
77,42,0,2,3,3,1,0,0,1,0,0
62,37,0,2,2,3,1,0,0,0,0,1
52,29,0,1,2,2,0,0,0,0,0,0
42,21,0,1,1,1,0,0,0,0,0,0
34,11,0,1,5,5,5,1,1,1,0,1
14,3,0,0,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,0,1
79,87,2,1,5,3,3,1,1,1,0,0
79,82,2,1,5,3,2,0,1,1,0,1
49,82,2,0,4,3,2,0,0,1,0,0
39,74,2,0,3,2,2,0,0,1,1,0
31,64,1,0,3,1,1,0,0,1,0,0
16,59,1,0,2,1,1,0,0,0,0,0
8,49,1,0,1,0,1,0,0,0,1,0
3,29,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,80,2,2,4,5,5,1,0,1,0,1
90,60,2,1,3,5,5,1,0,0,0,1
80,52,2,0,3,4,4,1,0,0,1,0
72,42,1,0,3,3,3,1,0,0,0,0
62,34,1,0,2,2,3,1,0,0,0,0
57,24,1,0,1,2,2,1,0,0,0,0
52,16,1,0,1,1,1,1,0,0,0,0
47,8,1,0,1,0,0,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
85,100,2,2,5,5,4,1,0,1,0,0
85,95,2,2,5,5,3,0,0,1,0,0
75,90,2,2,4,5,2,0,0,1,0,0
65,85,2,2,3,5,1,0,0,1,0,0
60,75,2,2,2,5,0,0,0,1,0,0
47,70,2,2,2,4,0,0,0,0,0,0
37,62,2,2,1,3,0,0,0,0,1,0
29,46,1,2,1,1,0,0,0,0,0,0
19,38,1,2,5,5,5,1,1,1,0,0
14,33,1,2,5,5,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,92,2,1,4,4,5,1,1,1,0,0
62,92,2,1,4,3,5,1,0,1,1,0
62,72,1,1,3,3,5,0,0,1,0,0
54,62,1,1,2,2,5,0,0,1,0,1
34,57,1,0,1,2,4,0,0,1,0,0
29,42,1,0,0,2,4,0,0,0,0,0
24,34,1,0,0,1,3,0,0,0,0,0
19,26,1,0,0,0,2,0,0,0,0,0
14,21,1,0,5,5,5,1,1,1,0,0
14,1,1,0,4,5,5,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,92,2,2,5,4,4,1,1,1,0,0
85,92,2,2,4,4,4,0,1,1,0,0
75,87,2,2,3,4,3,0,1,1,0,0
75,69,2,2,3,3,3,0,0,1,0,0
67,64,2,2,3,2,2,0,0,1,1,0
57,48,1,2,2,1,2,0,0,1,0,0
47,38,1,2,0,1,2,0,0,1,0,0
42,33,1,2,0,1,0,0,0,1,0,1
32,15,1,1,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,1
85,95,2,1,5,5,4,1,1,0,0,0
85,80,2,1,5,5,3,1,0,0,1,1
65,64,1,0,4,4,3,1,0,0,0,0
55,56,1,0,3,3,3,1,0,0,0,0
45,46,1,0,1,3,3,1,0,0,0,0
37,41,1,0,1,2,2,1,0,0,0,0
32,36,1,0,1,2,0,1,0,0,0,0
22,28,1,0,0,1,0,1,0,0,1,0
22,12,0,0,5,5,5,1,1,1,0,0
17,4,0,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
90,84,1,2,4,4,5,1,1,1,1,0
80,64,0,2,2,4,5,1,1,1,0,0
72,54,0,2,1,3,5,1,1,1,0,0
62,49,0,2,0,3,4,1,1,1,0,0
57,44,0,2,0,3,2,1,1,1,0,0
52,36,0,2,0,2,1,1,1,1,0,0
34,36,0,2,0,1,1,1,0,1,0,0
24,31,0,2,0,1,0,1,0,0,0,0
16,31,0,2,5,5,5,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,1
84,95,2,1,5,4,4,1,1,1,0,1
64,85,2,0,3,4,4,1,1,1,0,0
54,80,2,0,2,4,3,1,1,1,0,0
54,75,2,0,2,4,2,0,1,1,0,0
46,67,2,0,2,2,2,0,1,1,1,0
41,47,1,0,1,2,1,0,1,1,0,0
26,47,1,0,1,2,0,0,0,1,0,0
16,39,1,0,0,1,0,0,0,1,0,0
11,26,1,0,5,5,5,1,1,1,0,0
6,16,1,0,5,5,4,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,1
74,100,2,1,5,4,5,1,0,1,0,0
66,95,2,1,5,3,4,1,0,1,1,1
66,85,1,0,5,3,3,0,0,1,0,0
58,80,1,0,5,2,2,0,0,1,0,0
50,70,1,0,4,1,2,0,0,1,0,0
45,60,1,0,3,1,1,0,0,1,0,0
35,52,1,0,2,0,1,0,0,1,0,0
30,37,1,0,1,0,1,0,0,0,0,0
25,27,1,0,5,5,5,1,1,1,0,0
15,17,1,0,3,5,5,1,1,1,0,0
10,2,1,0,3,5,5,1,0,0,1,0
100,100,2,2,5,5,5,1,1,1,1,1
80,90,1,1,4,5,4,1,1,1,0,0
80,75,1,1,4,5,3,1,0,1,0,0
75,65,1,1,3,5,2,1,0,1,1,0
67,65,0,1,3,4,2,0,0,1,0,0
62,55,0,1,3,4,1,0,0,0,0,0
54,45,0,1,2,3,1,0,0,0,0,0
46,40,0,1,2,2,0,0,0,0,0,1
26,30,0,0,0,2,0,0,0,0,0,0
18,22,0,0,5,5,5,1,1,1,0,0
13,7,0,0,4,5,5,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,90,2,2,3,5,5,1,1,1,0,0
82,80,2,2,2,4,5,1,1,1,0,0
82,65,2,2,2,4,4,1,0,1,1,0
77,45,1,2,1,4,3,1,0,1,0,0
77,40,1,2,1,4,2,0,0,1,0,0
64,35,1,2,1,3,2,0,0,0,0,0
54,27,1,2,0,2,2,0,0,0,0,1
38,19,1,1,0,0,2,0,0,0,0,0
33,14,1,1,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,0,0
77,92,2,2,5,3,4,1,0,1,0,0
67,82,2,2,3,3,4,1,0,1,0,0
62,74,2,2,3,2,3,1,0,1,0,0
62,64,2,2,2,2,3,0,0,1,0,0
57,54,2,2,2,2,2,0,0,0,0,0
52,44,2,2,1,2,1,0,0,0,0,0
44,36,2,2,1,0,1,0,0,0,0,0
39,26,2,2,5,5,5,1,1,1,1,0
31,6,1,2,4,4,5,1,1,1,0,0
23,1,1,2,4,3,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,92,2,1,4,4,5,1,1,1,0,0
75,84,2,1,4,3,4,1,1,1,0,0
70,84,2,1,4,3,3,0,1,1,0,0
65,74,2,1,3,3,2,0,1,1,1,0
57,58,1,1,3,1,2,0,1,1,0,0
47,48,1,1,1,1,2,0,1,1,0,0
42,40,1,1,1,0,1,0,1,1,0,0
27,35,1,1,0,0,1,0,1,0,1,0
27,15,0,1,5,5,5,1,1,1,0,0
12,15,0,1,5,5,4,1,0,1,0,0
12,10,0,1,5,5,3,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,1,1
100,70,1,1,5,5,4,1,0,1,1,0
90,50,0,1,3,5,4,1,0,1,0,0
82,45,0,1,3,4,3,1,0,1,0,0
77,32,0,1,3,3,3,1,0,0,0,0
72,24,0,1,3,2,2,1,0,0,0,1
56,14,0,0,2,1,2,1,0,0,0,0
46,9,0,0,1,1,1,1,0,0,0,0
38,4,0,0,1,0,0,1,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,0,0
87,84,2,2,5,2,4,1,1,1,1,0
69,74,1,2,5,1,4,1,1,0,0,1
59,64,1,1,4,1,3,1,1,0,0,0
54,54,1,1,3,1,2,1,1,0,0,0
46,49,1,1,3,0,1,1,1,0,1,0
41,29,0,1,2,0,0,1,1,0,0,0
31,29,0,1,1,0,0,0,1,0,0,0
31,9,0,1,5,5,5,1,1,1,0,0
21,4,0,1,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
90,84,1,2,4,4,5,1,1,1,1,1
70,84,0,1,3,4,5,0,1,1,0,0
65,79,0,1,3,4,3,0,1,1,0,0
65,61,0,1,3,3,3,0,0,1,0,0
57,51,0,1,2,2,3,0,0,1,0,0
52,43,0,1,2,1,2,0,0,1,0,0
47,33,0,1,1,1,1,0,0,1,0,0
37,25,0,1,0,0,1,0,0,1,0,0
32,15,0,1,5,5,5,1,1,1,0,0
27,5,0,1,4,5,4,1,1,1,0,1
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,1,1
52,90,1,1,3,4,5,1,0,1,1,0
47,80,0,1,3,4,3,1,0,1,0,1
47,72,0,0,3,3,3,0,0,1,0,0
37,62,0,0,1,3,3,0,0,1,0,0
29,57,0,0,1,2,2,0,0,1,0,0
19,52,0,0,1,2,1,0,0,0,0,0
11,44,0,0,1,0,1,0,0,0,0,0
1,39,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,1
75,85,2,1,3,5,3,1,1,1,0,1
55,85,2,0,2,5,3,0,1,1,0,0
55,67,2,0,2,4,3,0,0,1,0,0
45,57,2,0,0,4,3,0,0,1,0,0
37,49,2,0,0,2,3,0,0,1,0,0
29,44,2,0,0,1,2,0,0,1,1,0
24,28,1,0,0,0,1,0,0,1,0,0
14,23,1,0,5,5,5,1,1,1,0,0
6,18,1,0,5,4,4,1,1,1,0,0
1,8,1,0,4,4,3,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
84,90,2,2,4,3,5,0,1,1,0,0
69,85,2,2,3,3,5,0,1,0,0,0
64,80,2,2,3,3,3,0,1,0,1,0
59,60,1,2,2,3,2,0,1,0,0,0
49,50,1,2,0,3,2,0,1,0,1,1
33,40,0,1,0,2,1,0,1,0,0,0
25,32,0,1,0,0,1,0,1,0,0,0
10,32,0,1,5,5,5,1,1,1,0,0
2,22,0,1,4,4,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,4,5,4,1,1,1,0,0
80,87,2,2,3,4,4,1,1,1,0,0
65,82,2,2,2,4,4,1,1,0,0,0
60,74,2,2,2,3,3,1,1,0,0,1
60,46,2,1,2,2,3,1,0,0,0,1
40,38,2,0,1,1,3,1,0,0,0,0
30,33,2,0,0,1,2,1,0,0,0,0
30,28,2,0,0,1,1,0,0,0,0,0
22,23,2,0,5,5,5,1,1,1,0,0
17,13,2,0,4,5,4,1,1,1,1,0
12,3,1,0,4,5,2,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
100,95,2,1,5,5,4,0,1,1,1,0
90,79,1,1,4,4,4,0,1,1,0,0
80,71,1,1,3,3,4,0,1,1,0,0
75,61,1,1,3,3,3,0,1,0,0,0
70,51,1,1,2,3,2,0,1,0,0,0
62,46,1,1,2,2,1,0,1,0,0,0
54,36,1,1,1,1,1,0,1,0,0,0
39,36,1,1,1,1,0,0,0,0,0,0
29,28,1,1,5,5,5,1,1,1,0,0
19,28,1,1,5,5,5,0,0,1,0,0
9,23,1,1,4,5,4,0,0,1,0,0
1,13,1,1,3,4,4,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,1
76,87,2,1,5,2,4,1,1,1,0,0
66,87,2,1,4,2,4,0,1,1,0,0
61,82,2,1,4,2,2,0,1,1,0,0
53,72,2,1,3,1,2,0,1,1,1,0
53,52,1,1,3,1,1,0,0,1,0,0
43,47,1,1,2,1,0,0,0,1,0,0
38,32,1,1,1,1,0,0,0,0,0,0
28,24,1,1,5,5,5,1,1,1,0,0
28,19,1,1,5,5,4,0,1,1,0,1
3,14,1,0,4,5,4,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
85,95,2,2,4,5,5,1,1,0,0,1
75,85,2,1,3,5,4,1,1,0,1,0
70,85,1,1,3,5,3,0,1,0,0,0
65,80,1,1,3,5,1,0,1,0,0,0
57,70,1,1,2,4,1,0,1,0,0,0
37,70,1,1,1,4,1,0,0,0,0,0
29,60,1,1,0,3,1,0,0,0,0,0
24,52,1,1,0,2,0,0,0,0,0,0
16,44,1,1,5,5,5,1,1,1,0,0
6,34,1,1,3,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,100,2,2,4,5,5,0,1,1,0,0
82,90,2,2,3,4,5,0,1,1,0,0
77,80,2,2,3,4,4,0,1,0,0,0
69,70,2,2,2,3,4,0,1,0,0,1
49,65,2,1,1,3,3,0,1,0,1,0
39,49,1,1,0,2,3,0,1,0,0,1
19,49,1,0,0,2,2,0,0,0,0,0
14,41,1,0,0,1,1,0,0,0,0,0
6,36,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
80,100,2,2,4,5,5,1,0,1,0,0
72,90,2,2,3,4,5,1,0,1,0,0
64,82,2,2,3,2,5,1,0,1,1,0
46,72,1,2,3,1,5,1,0,0,0,0
41,62,1,2,2,1,4,1,0,0,0,0
36,62,1,2,2,1,3,0,0,0,0,0
26,54,1,2,1,0,3,0,0,0,0,0
21,49,1,2,1,0,1,0,0,0,0,1
1,44,1,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,95,2,2,5,5,4,1,1,0,0,0
82,87,2,2,5,3,4,1,1,0,0,1
72,77,2,1,4,3,3,1,1,0,1,0
67,57,1,1,3,3,2,1,1,0,0,0
47,57,1,1,2,3,2,1,0,0,0,0
39,52,1,1,2,2,1,1,0,0,1,0
31,42,0,1,2,1,0,1,0,0,0,1
15,32,0,0,1,0,0,1,0,0,0,0
5,32,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
90,100,2,2,5,5,5,0,0,1,0,1
80,90,2,1,4,5,4,0,0,1,1,0
75,74,1,1,4,4,3,0,0,1,0,1
50,69,1,0,3,4,3,0,0,0,1,0
45,59,0,0,3,4,1,0,0,0,0,0
40,51,0,0,3,3,0,0,0,0,0,0
32,41,0,0,2,2,0,0,0,0,0,0
22,33,0,0,1,1,0,0,0,0,0,0
12,25,0,0,5,5,5,1,1,1,0,0
4,25,0,0,5,4,5,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,100,2,2,5,4,5,0,1,1,0,1
72,95,2,1,4,4,4,0,1,1,0,0
64,90,2,1,4,3,3,0,1,1,1,0
34,90,1,1,3,3,3,0,0,1,0,1
14,80,1,0,1,3,3,0,0,1,0,0
6,72,1,0,1,1,3,0,0,1,0,0
1,62,1,0,0,1,2,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
95,85,1,2,5,5,4,1,1,0,1,0
87,69,0,2,5,3,4,1,1,0,0,0
79,69,0,2,5,2,4,0,1,0,0,0
71,61,0,2,5,0,4,0,1,0,0,0
61,51,0,2,3,0,4,0,1,0,0,0
56,41,0,2,2,0,3,0,1,0,0,0
56,21,0,2,1,0,3,0,0,0,0,0
51,16,0,2,1,0,1,0,0,0,0,0
41,11,0,2,5,5,5,1,1,1,0,0
31,6,0,2,4,5,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,87,2,2,5,4,5,1,1,0,0,0
87,79,2,2,5,2,5,1,1,0,0,0
82,69,2,2,4,2,4,1,1,0,1,0
72,53,1,2,3,1,4,1,1,0,0,1
62,43,1,1,2,1,3,1,1,0,0,0
57,35,1,1,2,0,2,1,1,0,0,0
57,30,1,1,2,0,1,0,1,0,0,1
47,20,1,0,1,0,0,0,1,0,0,0
27,20,1,0,5,5,5,1,1,1,0,0
22,5,1,0,4,5,5,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,1
80,92,2,1,4,4,5,1,1,1,0,0
70,82,2,1,2,4,5,1,1,1,0,0
65,72,2,1,2,4,4,1,1,0,0,1
49,67,2,0,2,3,3,1,1,0,0,0
49,49,2,0,2,2,3,1,0,0,1,0
44,33,1,0,2,1,2,1,0,0,0,0
34,25,1,0,1,0,2,1,0,0,0,0
29,15,1,0,0,0,1,1,0,0,0,0
29,10,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,0
85,90,2,2,3,5,4,0,1,1,0,0
85,70,2,2,2,5,4,0,0,1,0,0
77,65,2,2,2,4,3,0,0,1,0,0
69,55,2,2,1,3,3,0,0,1,0,0
64,47,2,2,1,2,2,0,0,1,0,1
54,39,2,1,1,1,1,0,0,1,0,0
49,24,2,1,0,1,1,0,0,0,1,0
41,14,1,1,5,5,5,1,1,1,1,0
100,100,2,2,5,5,5,1,1,1,0,0
100,95,2,2,5,5,4,0,1,1,1,1
84,79,1,1,5,3,4,0,1,1,0,0
74,69,1,1,3,3,4,0,1,1,0,1
58,61,1,0,3,1,4,0,1,1,1,0
48,51,0,0,2,1,3,0,1,1,0,0
40,41,0,0,1,0,3,0,1,1,0,0
35,31,0,0,1,0,2,0,1,0,0,0
35,11,0,0,0,0,2,0,0,0,0,0
30,6,0,0,5,5,5,1,1,1,0,0
10,6,0,0,4,5,5,1,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,100,2,2,5,5,4,0,1,1,0,0
95,80,2,2,4,5,4,0,0,1,0,1
75,72,2,1,3,4,4,0,0,1,1,1
59,62,1,0,3,3,3,0,0,1,0,0
49,52,1,0,1,3,3,0,0,1,0,0
41,44,1,0,1,1,3,0,0,1,0,0
31,39,1,0,0,1,2,0,0,1,0,0
23,34,1,0,0,0,1,0,0,1,0,0
13,29,1,0,5,5,5,1,1,1,0,0
5,24,1,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,90,2,2,4,5,4,1,1,1,0,0
90,80,2,2,3,5,3,1,1,1,1,1
70,60,1,1,1,5,3,1,1,1,0,1
54,50,1,0,0,4,3,1,1,1,1,0
49,40,0,0,0,4,1,1,1,1,0,0
41,32,0,0,0,2,1,1,1,1,0,0
33,32,0,0,0,1,1,0,1,1,0,0
18,32,0,0,0,1,0,0,0,1,0,0
5,27,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
100,90,2,2,4,5,5,0,1,1,1,0
90,80,1,2,3,5,4,0,1,1,0,1
65,75,1,1,2,5,4,0,1,0,0,0
57,67,1,1,2,3,4,0,1,0,0,0
52,62,1,1,2,3,2,0,1,0,0,0
42,54,1,1,1,2,2,0,1,0,1,0
34,44,0,1,1,1,1,0,1,0,0,0
34,26,0,1,1,0,1,0,0,0,0,1
24,16,0,0,5,5,5,1,1,1,0,0
9,11,0,0,4,5,5,1,1,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
87,90,2,2,5,4,2,1,1,1,1,0
79,74,1,2,5,2,2,1,1,1,0,1
79,44,1,1,4,2,2,1,0,1,0,0
69,44,1,1,3,2,2,0,0,1,0,0
64,34,1,1,2,2,1,0,0,1,0,0
56,24,1,1,1,1,1,0,0,1,0,0
51,11,1,1,1,0,1,0,0,0,0,0
46,1,1,1,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,92,2,2,5,3,5,1,1,1,1,0
77,82,1,2,5,3,4,1,1,0,0,1
77,52,1,1,4,3,4,1,0,0,0,0
77,47,1,1,4,3,3,0,0,0,0,0
69,37,1,1,3,2,3,0,0,0,0,0
61,27,1,1,2,1,3,0,0,0,0,1
51,22,1,0,2,1,1,0,0,0,1,0
41,6,0,0,1,0,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,1,0
67,95,1,2,5,4,3,1,0,1,0,0
62,90,1,2,5,4,1,1,0,1,0,0
54,82,1,2,5,2,1,1,0,1,0,0
49,72,1,2,5,2,0,1,0,0,0,0
41,72,1,2,5,1,0,0,0,0,1,0
31,52,0,2,3,1,0,0,0,0,0,0
21,42,0,2,1,1,0,0,0,0,0,1
5,32,0,1,5,5,5,1,1,1,0,0
5,24,0,1,5,4,5,0,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,90,2,2,4,4,5,1,1,1,0,0
82,90,2,2,3,4,5,0,1,1,0,0
77,80,2,2,3,4,4,0,1,0,0,0
72,70,2,2,2,4,3,0,1,0,0,0
64,62,2,2,2,2,3,0,1,0,0,0
56,52,2,2,1,1,3,0,1,0,0,0
46,44,2,2,0,0,3,0,1,0,1,0
21,44,1,2,0,0,2,0,0,0,0,0
16,39,1,2,5,5,5,1,1,1,0,0
8,31,1,2,5,3,5,1,1,1,0,0
3,26,1,2,5,3,5,0,1,0,0,0
100,100,2,2,5,5,5,1,1,1,1,0
95,84,1,2,5,4,4,1,1,1,0,0
85,79,1,2,4,4,3,1,1,1,0,0
77,71,1,2,4,2,3,1,1,1,0,0
67,71,1,2,3,2,3,0,1,1,0,0
62,61,1,2,3,2,2,0,1,0,0,0
52,51,1,2,1,2,2,0,1,0,1,0
42,41,0,2,0,2,1,0,1,0,0,0
34,36,0,2,0,1,0,0,1,0,0,0
34,18,0,2,5,5,5,1,1,1,0,0
29,10,0,2,5,4,4,1,1,1,0,0
19,2,0,2,4,3,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
84,90,2,1,4,4,5,1,1,1,0,0
66,90,2,1,4,3,5,1,0,1,0,0
58,85,2,1,4,2,4,1,0,1,0,1
42,77,2,0,4,0,4,1,0,1,1,0
37,67,1,0,4,0,2,1,0,1,0,0
32,67,1,0,4,0,1,0,0,1,0,0
22,57,1,0,2,0,1,0,0,1,0,0
12,52,1,0,1,0,0,0,0,1,0,0
100,100,2,2,5,5,5,1,1,1,0,0
95,95,2,2,5,5,3,1,1,1,0,0
95,87,2,2,5,4,3,0,1,1,1,0
70,82,1,2,5,4,3,0,0,0,0,1
60,72,1,1,4,4,2,0,0,0,0,1
40,64,1,0,3,3,2,0,0,0,0,0
35,54,1,0,2,3,1,0,0,0,0,0
27,49,1,0,2,2,0,0,0,0,1,0
17,33,0,0,1,1,0,0,0,0,0,0
7,25,0,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
95,80,1,2,4,5,4,1,1,1,0,1
79,72,1,1,4,3,4,1,1,1,0,0
71,67,1,1,4,2,3,1,1,1,0,0
66,57,1,1,3,2,2,1,1,1,0,0
56,52,1,1,2,2,1,1,1,1,0,1
36,44,1,0,1,1,1,1,1,1,0,0
31,44,1,0,1,1,0,0,1,1,0,0
13,44,1,0,1,0,0,0,0,1,0,0
8,29,1,0,5,5,5,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,0,1
84,92,2,1,5,3,5,1,1,1,0,0
84,82,2,1,4,3,5,0,1,1,0,0
79,67,2,1,3,3,5,0,1,0,0,0
74,59,2,1,3,2,4,0,1,0,0,0
74,44,2,1,3,2,3,0,0,0,1,0
66,28,1,1,3,0,3,0,0,0,0,1
46,18,1,0,1,0,3,0,0,0,0,0
41,13,1,0,1,0,1,0,0,0,0,0
31,8,1,0,5,5,5,1,1,1,0,0
23,3,1,0,5,4,4,1,1,1,0,0
100,100,2,2,5,5,5,1,1,1,1,0
92,80,1,2,4,4,5,1,1,1,1,0
84,60,0,2,3,3,5,1,1,1,0,1
74,55,0,1,3,3,3,1,1,1,0,0
69,47,0,1,3,2,2,1,1,1,0,1
69,22,0,0,3,2,1,1,0,1,0,0
69,14,0,0,3,1,1,0,0,1,0,0
56,9,0,0,3,0,1,0,0,0,0,0
100,100,2,2,5,5,5,1,1,1,0,0
92,95,2,2,5,4,4,1,1,1,0,0
84,85,2,2,4,3,4,1,1,1,1,0
76,85,1,2,4,2,4,0,1,1,0,0
71,75,1,2,3,2,3,0,1,1,0,1
61,65,1,1,2,2,2,0,1,1,1,0
56,45,0,1,1,2,1,0,1,1,0,0
48,35,0,1,0,1,1,0,1,1,0,0
43,22,0,1,0,0,1,0,1,0,0,0
28,22,0,1,5,5,5,1,1,1,0,0
